features	type	unite	s1	s2	s4	s5	s6	s7	s9	s10	s11	s13	s14	s16	s17	s18	s19	s21	s22	s23	s24	s25	s26	s28	s29	s30	s31	s32	s33	s34	s35	s36	s37	s38	s39	s40	s41	s42	s43	s44	s45	s46	s47	s48	s49	s50	s51	s52	s53	s54	s55	s56	s57	s58	s59	s60	s61	s62	s63	s64	s65	s66	s67	s68	s70	s71	s72	s73	s74	s75	s76	s77	s78	s79	s80	s81	s82	s83	s85	s87	s88	s89	s90	s91	s92	s93	s94	s95	s96	s97	s98	s100	s101	s102	s103	s104	s105	s106	s107	s108
UTP	concentration	Concentration in nmol/L of protein	87.1183197884005	114.188001258423	165.642544638516	175.06956441667	153.248647084216	72.4617547001244	109.327279147265	90.1152745798156	103.207732287728	84.4611363770511	50.2614417506244	62.1652069374362	102.493035391883	103.561491899184	98.5367594391162	20.1279443691476	31.4465673936083	24.5653353471753	104.409635736139	29.5229298031702	58.4582809419831	68.161249510944	26.3289963409891	33.2152900457035	62.7048048179014	21.95568173529	25.444622302976	52.8312894418972	48.1938298021961	33.1084154962329	76.0817437943475	29.4730678736166	34.0908496229193	167.37925448868	21.7268962279799	30.8336081806837	67.70503053447	107.330899752304	56.597278684378	55.9790989289824	20.8226189145522	41.7315753744635	106.643379486763	150.348971881297	39.8553077477292	123.926214745324	160.599699113215	255.150244975944	69.5629195836327	47.2062336056718	6.04007702888583	1.34764254948211	41.2256500588933	169.746901753225	28.1687785409445	51.1142096336029	35.1114523010461	75.1303031423647	40.7246128239818	59.123031922426	72.5156061147225	36.8475598772193	72.4547179791625	41.8083014973566	48.8998301369199	51.1661029123289	63.3923083693203	55.9229178110409	76.3343951818586	277.212404016539	55.7448578704277	43.9985309761595	80.5733850617846	109.912018786841	90.9676831593535	68.4707409975215	48.8749311017325	67.7633336489302	82.0979329236545	106.960827259217	86.1963024257435	238.101923125047	28.3893752895668	40.9902957668615	50.9210853772567	87.8919892864848	72.6740808264965	55.6570735544964	52.2277551053458	120.298395745111	106.933388386124	94.772336776419	45.6535687822228	48.5751021116421	81.9024670747542	97.25818169166	31.6535979237202	39.5556595283235
Asn	concentration	Concentration in nmol/L of protein	7.72	14.3520973681248	14.8359561090615	11.5770640300416	11.7028370284081	11.3154179132948	14.8766963442581	11.215757848253	12.6312604107133	22.4348429393783	13.5509956890732	18.6626122583045	16.8215534818051	20.7358644164571	9.0174854817936	18.4943954750064	20.2860943446081	14.3884202182707	11.8620530543576	18.0404069419735	17.159161379012	3.2166922467748	14.2874774470931	15.5503216710481	12.2576002536572	17.1636888210553	11.707545077031	15.5038664817179	15.1761928063884	12.8690818923209	5.00712769332846	18.2061394736671	15.6301154462651	6.50948203842937	17.7017941123036	17.6349305473209	21.264689574642	26.7596532918808	21.5400998960145	40.6275317368747	6.1996774135754	13.5338649149956	31.5176272407102	35.131806360332	15.4946488643643	22.2203806128166	38.059933072364	29.2025504347108	14.112878692613	18.3214534662006	15.1513374357489	20.4137184310381	16.2612241003131	19.8996739035813	15.2935937837008	13.595448996861	11.126024698828	20.06237946269	32.8990996810775	13.651270340743	10.8238541850734	11.6449367646657	14.6023291395445	6.03859023059665	12.9564330283054	12.063954858286	13.6902970470087	10.6053559877275	14.1257803252946	41.3584172055212	14.9888650907499	20.1281762240598	15.8690071499597	21.8540649043911	13.7289359869708	11.9079836126386	13.1970960020983	15.3359354787271	14.0787101277438	19.580047487979	18.9010572371177	32.2539977794139	9.91196741002191	12.8741810867993	14.2537838529738	16.7470927207097	17.8384810538819	12.4311624026368	11.9944311265215	19.6212716287257	12.0884412558546	7.47737500497236	11.6485586445816	10.4573307166713	10.4976429762449	13.986964322012	8.82577132253783	11.6155135790553
Lys	ratio	ratio C12/C13/µg of protein	0.19	0.25501382389047	0.206765334547917	0.194208155720178	0.185717042095074	0.216065894723975	0.245084238150935	0.361187231880995	0.216233589899791	0.270990782276788	0.261267228083688	0.279592589528895	0.239699076936606	0.341867274597664	0.133987827861508	0.162306671390456	0.181988247726594	0.145883996142248	0.222709196770807	0.158506135776031	0.181041084466112	0.246245861137073	0.156609428595667	0.172712261731234	0.147134976832946	0.163033832378788	0.132301798540602	0.1914032584759	0.146145440217349	0.156534760332372	0.064836759018139	0.163837535074637	0.20826322061873	0.041281406308729	0.160256287482618	0.158235317222016	0.225352689990816	0.267595631163584	0.20692274554286	0.315292243236066	0.170562360914938	0.216335695932728	0.295375182718857	0.339654698662759	0.154846083249706	0.218837405870601	0.353111501628111	0.410127248765662	0.305894499117252	0.319316518918268	0.291924805135259	0.358581171161932	0.325329547435696	0.308892270371596	0.261682137485443	0.323376273272954	0.274900389160627	0.375127662584894	0.377351538023355	0.25880205588688	0.251781555825416	0.25350562744985	0.216585869556043	0.24511860566414	0.282813146574781	0.190094158301663	0.207465851483289	0.176839772345815	0.227587230374098	0.462006546564285	0.187806081684448	0.198635047700468	0.244595844389157	0.306251965281279	0.243345310915929	0.237875389810337	0.204913874203493	0.238152654169034	0.213887018840142	0.330485929280778	0.335653830744296	0.44374848810924	0.186009328646335	0.213268046122255	0.200787000407586	0.299144994728723	0.312432437409648	0.210142759753428	0.197447596992124	0.227649308917826	0.15677501256913	0.101605427543394	0.206615630207968	0.195776938341476	0.18346946912372	0.205249469399116	0.194343846457828	0.214759133169567
Ala	ratio	ratio C12/C13/µg of protein	0.12	0.228301873816591	0.148126745885763	0.124618882284136	0.129671966589419	0.171125221939342	0.208438142824123	0.20017977670174	0.180578291108608	0.307487045585869	0.20805614696794	0.253219750785959	0.187699241239894	0.32083645589326	0.083120417134861	0.148597200591399	0.231875058303753	0.118021971581833	0.213996233859255	0.144546370331702	0.153572185985753	0.167774633551187	0.13279631152088	0.132723306812302	0.050098960956903	0.159938639129605	0.108213940630176	0.157793504801792	0.100686673184171	0.134253530271358	0.044582431662691	0.138515599927955	0.175315182441901	0.089902808021876	0.133006094508782	0.121264356092897	0.120209332408866	0.186554240642911	0.1320194974455	0.264580622920118	0.134481677005512	0.133273618438341	0.211625300257302	0.21521835018945	0.1074191288697	0.144846036252457	0.260661029905251	0.253325337279587	0.280454532263894	0.329251872305881	0.213570983855788	0.348006817114574	0.328641085132006	0.238393892438672	0.275550541472701	0.281785787620057	0.225776902536966	0.422784411861873	0.548054469786686	0.246366691807694	0.225170482102105	0.244592055393918	0.159749689134616	0.273588970758505	0.289079217485618	0.131128919325749	0.133256091023183	0.100401208579675	0.134782838393469	0.296689250629527	0.143172963684982	0.187351495286198	0.187544706687738	0.205961753820297	0.14570265810303	0.152072921586463	0.145440404510811	0.165032365281695	0.124720698498552	0.211689454689019	0.191534279393737	0.330792983685409	0.114184001322186	0.122072103434229	0.122369887983283	0.157104238038506	0.213615209815373	0.140012441537416	0.111327458105011	0.147150907214126	0.093803445264746	0.059627898888128	0.135816272032795	0.126502432132816	0.110425219689602	0.127018737215678	0.111431618970955	0.148420749791992
Arg	ratio	ratio C12/C13/µg of protein	0.18	0.244404165174842	0.219104687020643	0.201378815370172	0.188260784702515	0.22236643445554	0.243623830793301	0.338327300381297	0.220683405914634	0.269720260765833	0.270165744003734	0.267559237797253	0.242494221543025	0.33083993669951	0.153930926472427	0.175594585956948	0.194088414214864	0.158788638617235	0.229352894843925	0.165410234244689	0.189815646199667	0.244620012057662	0.162263120238111	0.185223067643149	0.162667263318987	0.181998915019098	0.144928621169596	0.196132731714659	0.158740487889303	0.162824572010437	0.077883931464229	0.169880502342891	0.21862358214438	0.062788346092919	0.176174184918541	0.174899915410318	0.238098984496414	0.268826279988379	0.221063989071845	0.327514717369058	0.181593728289895	0.238427149620965	0.321581020319192	0.347469654168394	0.163083527560377	0.222915895186279	0.381352636203491	0.442388919513878	0.303355503887285	0.303088716268227	0.290319988416709	0.348784672557201	0.332508220781787	0.319908177655518	0.258490867880589	0.338417627926497	0.277297085899081	0.370240731049815	0.368741942616438	0.2447804978119	0.25701617784729	0.260232774633509	0.210419258445565	0.237307099114348	0.27661285464635	0.199932198055305	0.225181026048975	0.187304944419549	0.243221823564349	0.485207860540306	0.201474984893947	0.217148443611798	0.279482651208056	0.316406700069115	0.260704894415224	0.260350167092702	0.223168613145878	0.251784326134404	0.225080940577599	0.343418166107364	0.348549842376516	0.45943195931823	0.204149044299023	0.224636656302737	0.220327541954216	0.304302223619993	0.34454380440203	0.216611193477716	0.207581179665386	0.238022438269656	0.167294276415019	0.107271278912383	0.228975427047366	0.219064914481939	0.19723907998846	0.207166179252452	0.210680305415945	0.235888509994289
Asp	ratio	ratio C12/C13/µg of protein	0.11	0.089910381534722	0.240489600843816	0.234668664791972	0.227346124612213	0.09863617286331	0.115468076141737	0.104956984847075	0.12482495497279	0.102340454119007	0.137737755975252	0.089354490259619	0.305463315747385	0.126383984180483	0.184953300758269	0.190812998672844	0.220850630113299	0.169425315992121	0.254284778302968	0.197657488393463	0.266615072223476	0.274342462760244	0.20806264369225	0.220550559747511	0.237868377858287	0.182173377528331	0.16317635795298	0.267347315096646	0.243328643479649	0.24757112557461	0.148453380746225	0.188055913369923	0.20071417621108	0.347630802872388	0.194268681182296	0.214600667736198	0.383666236383194	0.350109785610342	0.306993469857609	0.503924083066369	0.227607799780619	0.301653678709021	0.464452740996555	0.455694362761639	0.185883626964898	0.310532118377006	0.545889810731817	0.551268355772176	0.125834000926863	0.078706984255543	0.15277289509882	0.169816995827689	0.083869598583248	0.285056984173965	0.056613341691495	0.122577703172578	0.085592389476315	0.161209208224564	0.061702365872671	0.146098422419851	0.112250762272493	0.072339471295038	0.192308456649069	0.099842641167599	0.096929030411531	0.222134719956016	0.262181972251319	0.1846406755181	0.275798160493872	0.837748507787485	0.257850975951074	0.265993609343954	0.287886248830916	0.412310495659372	0.262780601700968	0.273806274400772	0.264515898703177	0.288493008700505	0.268578797085738	0.444361780184663	0.386433249880908	0.676552928579049	0.19610802906486	0.255738471514436	0.239493558754831	0.357251343206329	0.446498461077696	0.262515697638243	0.242149926144127	0.372049566835966	0.340048741763912	0.21437405843828	0.251185030527868	0.21027177433292	0.208232632797622	0.27466718185464	0.206682640499935	0.238792198075726
Gln	ratio	ratio C12/C13/µg of protein	0.03	0.023088549218369	0.050173501080224	0.049460342803373	0.046245791663052	0.024620405955726	0.031883241651345	0.032254040848442	0.038261970061931	0.029874284711306	0.026885445532484	0.020503768589588	0.061957652707685	0.040431559915046	0.026682532785771	0.02360532050683	0.025090683372876	0.022847013517588	0.01679171290395	0.023201640688913	0.034605151872997	0.027284170429443	0.02765831136065	0.033349456237853	0.02965099803977	0.023412627916584	0.021854861081326	0.03351992010421	0.029341265019737	0.033842499045377	0.019170450435044	0.024631546137433	0.019273112901051	0.052434935243391	0.028274165762535	0.028604291172315	0.043421605619118	0.038502786330997	0.037806254483974	0.054389852275039	0.027752172815512	0.037169794431186	0.055170516228854	0.060177664118163	0.021243484196171	0.034024316006807	0.066328194131338	0.073580598130928	0.033488514020344	0.03057031423989	0.033257945413741	0.047346156129736	0.029928384698346	0.055788185316086	0.02551314507337	0.031479695469183	0.020178382512388	0.043179140241657	0.037687615239323	0.032046917483139	0.0276518247544	0.022574695778673	0.034923276927636	0.024618220666856	0.02717047534571	0.025697025683083	0.028424183993122	0.023431589909269	0.034504587304321	0.10035964653216	0.025944738270069	0.02419930809011	0.035686060844329	0.052613269158882	0.034556285799556	0.034987709405101	0.027830697029589	0.036309809744965	0.036668058366932	0.058176945796662	0.049440805648183	0.088200798410029	0.027412829032037	0.031852974918737	0.033495397623383	0.043980674624964	0.058769676324731	0.033203008556926	0.029905683535468	0.046281194162003	0.040634119234739	0.026002811043034	0.032945363471076	0.027725260319704	0.025452651643308	0.032961192428202	0.027341478208225	0.033237498840086
Glu	ratio	ratio C12/C13/µg of protein	0.05	0.045835195469254	0.073981598623304	0.064691993195338	0.062647658409032	0.046708403685564	0.057396680631909	0.053118488817231	0.059135287998563	0.060118865292733	0.056688941129902	0.050285891335171	0.089685720062777	0.075573362062442	0.040007528381473	0.050169472066732	0.059572003571796	0.045840863960105	0.057771694771267	0.047640760096703	0.057265465173412	0.058243110602162	0.049043774437318	0.052203802376898	0.045929746797672	0.049448882985054	0.041059339451291	0.061051515788436	0.047434362757098	0.055069953712996	0.028249566506514	0.045559386039532	0.048148311238029	0.083476336560892	0.049166453501884	0.04761893980982	0.067361910819085	0.070360995468945	0.061063560565703	0.109406149694006	0.051567566526849	0.058892278453001	0.093501085627826	0.1065210998737	0.041762222760927	0.060864764894979	0.115941928170348	0.117188755433262	0.064553399714554	0.060262099070005	0.062648229928328	0.088654874803664	0.059062263539924	0.092792868708324	0.044999903504692	0.063724998861273	0.047550899992672	0.087577540253572	0.072793448035498	0.059080081524863	0.053548749722725	0.047336081893256	0.06015093019719	0.052927004683275	0.057206742762692	0.045575061440461	0.052573021868886	0.043136449765584	0.061946506334086	0.164245092019772	0.046750680756204	0.049069581377132	0.06643633074069	0.090762619765588	0.063005897304563	0.061744029433017	0.053019232647221	0.064948599248548	0.061166335003316	0.09740670939964	0.089784893545441	0.14128953361106	0.043745106152227	0.054223162550192	0.054095528416813	0.075310733289215	0.093765656371807	0.055098312822762	0.048478283475292	0.072470712269393	0.058236365801381	0.037911290988853	0.054310704027265	0.04751108580469	0.044592334942859	0.056661609400838	0.045882073199318	0.053470231062722
Gly	ratio	ratio C12/C13/µg of protein	1.57	1.84220153875909	2.00284141519133	1.74963961864268	1.59911965721934	1.71189733471564	2.03209929008406	1.91623712984868	1.80111132853552	2.53748737177615	2.12844501563803	1.82086262268294	2.85483029972478	2.71238039233011	1.17187005087077	1.78041266082365	2.68320577834668	1.58440980205759	2.7497574218276	1.82111421673337	2.23233418677143	2.19067009110742	1.85670859736146	1.84246000526325	1.25064930281823	1.83272196997909	1.53553298868663	2.25134663589161	1.46338540815739	1.75182227540645	0.539481019125687	1.5197399322771	1.73502356311348	1.09019897192891	1.5885627543668	1.76881894019836	1.80286386102181	2.30265659339023	1.77622474231908	3.2036515535734	1.80739084179186	1.73319480322898	2.88700730020601	3.34373812921202	1.21118729152475	1.96320872012854	3.7282982029957	3.36395076851391	2.31031258326599	2.00479640405558	2.12413233910085	2.69845825529366	2.01099372483494	2.44830548252868	1.6242715765743	2.22135352334195	1.69801878061751	3.01350670317425	2.75166825315924	1.88718392834648	1.72282399870667	1.49711685159369	1.52177163874074	1.85448230011532	2.06841537937363	1.39846826422642	1.58081360431448	1.25656605810048	1.77293184300566	3.94211410373986	1.38670440237712	1.61500490733459	1.68332189001789	2.23378641960098	1.50567951500499	1.83239491759267	1.65772528021705	1.81582831700535	1.59199504712959	3.09199825691183	2.59790961977708	3.54665766227335	1.05202524015899	1.24630816200983	1.24845659967368	1.9815420237892	2.10219036548859	1.48157171074773	1.0555238695534	1.71867348126353	1.0885375089307	0.629838926010206	1.44806594577686	1.0800280763108	1.1064922178222	1.36051776391328	1.13374768613638	1.30043440009225
His	ratio	ratio C12/C13/µg of protein	1.88	2.10332621912769	2.18844526978927	1.99704453525072	1.96364285006134	1.92124091683663	2.79506907800364	2.07867825953578	1.96339702624479	2.42222264506148	2.61093155125705	3.16735438286897	2.93371450322192	3.33728168384536	1.45327191354616	1.68925091774558	2.44479831950553	1.57927226902149	3.27745790258958	1.83281017050244	2.06551149839572	2.60652243422912	1.90205632344464	1.90555416485953	1.3517540660068	1.86097900970305	1.32019733183517	2.13295823797217	1.50982379826685	1.98245939637194	0.811359478324069	1.50211123388255	1.98573273977615	1.64568513725113	1.72301979690022	1.57703554148941	2.3055027448663	2.51143408197987	2.04441730341085	3.55688378441752	2.01226199440692	2.17670246038686	3.08499536257405	3.56398451133329	1.49774905978762	4.05847301744047	3.9443408218552	4.1085054924194	2.42193060134422	2.45563420722244	2.32959038586838	2.93307649957629	3.65912327737331	3.23024461583997	1.83348871013828	2.54055154071538	2.20187370224984	3.53890850267003	5.32985733746571	2.30295431716818	2.06370834758874	1.96042223982288	1.98529462723031	2.47410318558173	4.48712090764478	1.73501286062573	2.06133005662391	1.48866976129558	2.1341846134668	5.63447418938664	3.03080206224886	1.95030228235159	2.35828864867689	2.95954121239171	2.11841579839935	3.30459593201179	2.00997623341836	2.23345897407788	1.94883981244861	3.53695968922377	3.14289195482834	4.51727901809528	1.41991596225578	1.79265253888552	1.78092396283271	2.63007156126004	3.09646745728164	1.87625309732664	1.62621448802495	2.23634124152137	1.79371624196237	1.14956189649527	1.86189141824759	1.68369375078156	1.51058204825479	1.81858167957383	1.56042254114925	1.84846108957801
Ile	ratio	ratio C12/C13/µg of protein	3.24	3.82326739361914	4.39730438335672	3.73675917071991	3.5552376910017	3.39101079189353	3.91829971095782	4.24067912130244	3.49981172926369	4.51864690833743	4.27661917582996	3.8573094335917	5.08542555347139	5.16429546973334	2.41500619340022	2.98492905752391	3.99421759008591	2.60679877027679	5.09273874103975	2.88417045282345	3.61145229923062	4.48359846985527	2.86452132363292	3.12381318612128	2.60210532784508	2.91965644869673	2.29930787330074	3.68672308220262	2.75282664584167	3.12739096485517	1.39084914845827	2.61390842769892	3.24530154362885	3.32272804050196	2.86329825571637	2.71474924699791	3.95377353235059	4.46052449595567	3.68074066662659	6.38246118201709	3.02074611631455	3.85946372233688	5.85548669464794	6.74617953452049	2.39543682124927	3.82129407197108	7.03498249474299	6.9557863142031	4.56871852380781	2.27007933339677	4.11276160138999	6.20617824622576	4.16509579031965	5.6569023451782	3.20690548123729	4.18337811106811	3.62324196545847	6.049205675713	3.01861606942092	4.11677728637447	3.72500573349224	3.31126667016826	3.37749653002115	4.26576497098902	4.14129153310872	1.96738745231755	3.80554974232662	2.93398130514077	4.29432106687148	9.66187406736719	4.04583541812227	3.3295270129659	3.38681835811569	4.04469478475754	3.00927766871348	3.0540661932632	3.11936292315983	3.31765617058173	2.73237010453287	4.96673476380783	4.03471473935335	7.18036322256305	2.49823508448092	2.43991028897073	2.48774225649898	3.86339976721114	4.7719868889926	2.63983073120299	2.45222711895611	3.28839870412108	2.42313943796142	1.65470092378871	1.64150991534793	2.19793637534933	2.00571575062423	2.71894083090542	2.36012385951046	2.7663677419931
Leu	ratio	ratio C12/C13/µg of protein	0.78	0.863492857015893	1.03752933545975	0.881670507539801	0.872164448382553	0.757600458672928	0.876190317173996	0.962531550787738	0.8150382546797	0.995071994855513	0.951187144239743	0.848881342518621	1.27127467966283	1.14263786788872	0.590364881184386	0.690549253195442	0.917327815193693	0.625795426007723	1.17276489303224	0.681547885153933	0.854603293457515	0.944692097770019	0.676105973831931	0.731272742082737	0.61459601602072	0.69900705516801	0.531835278659265	0.847264164376702	0.640754564147629	0.747726213656992	0.332271740583751	0.62849091159101	0.757559980802634	0.778283481928862	0.664561774659817	0.658784949656774	0.941190649076293	1.03808061797586	0.858058806851688	1.51047500881256	0.708629364015255	0.837658024206623	1.36073457254473	1.5977890205455	0.571996602098871	0.893365664296046	1.63026254582281	1.62367720789485	1.03300751691261	0.998991784355048	0.932094838195902	1.31553612584944	0.962686720234258	1.340000870519	0.723662114887671	1.00300123883713	0.804595393210077	1.40750860956608	1.21483945194801	0.929036029947839	0.806580770806937	0.743693522611434	0.819225156276771	0.92259920909927	0.904639083583981	0.767462476110543	0.845045642528213	0.646648218149053	0.952460072154057	2.29038193257065	0.870536467821465	0.917374111975686	1.03649307507053	1.21313655082989	0.879226430158771	0.967513458788651	0.869701817701987	0.944643682914919	0.806786720596216	1.47441604683991	1.27957921622453	2.08382712618487	0.640872023195532	0.783094516123669	0.750998577550472	1.16506688770112	1.40352636376721	0.837371953068547	0.707443568231661	1.00127929628815	0.780914265301262	0.49394649124507	0.807352571110247	0.714177606112508	0.633289299467655	0.790678290137507	0.673919186082135	0.84591997425087
Met	ratio	ratio C12/C13/µg of protein	3.37	3.49602926494724	3.89843178349091	3.70177674870452	3.45888417623999	3.51784206994588	3.6778135297527	3.65167521115332	3.59102859246902	4.30150901838471	4.22242581363789	3.7861892184621	5.29101812788842	5.11760565241293	2.33148084336129	3.23545563783399	4.43239606544638	2.78360585591894	5.86297594920946	3.4066535155578	3.61862955737045	4.46292579332893	3.29310685989991	3.35431051583208	2.28224376467721	3.28760229574793	2.4141034212542	3.8201177272515	2.42182261531691	3.43127271820492	1.04741553216486	2.56052881071162	3.18934144081249	2.20597703274579	2.57961329245621	2.62563041205658	3.90613521241685	4.60085250941847	3.58782851184185	6.80784384914134	3.39967142365878	3.43897525436778	5.72050458186232	6.29062725966776	2.37433968447867	3.82549213854891	7.25727191965575	6.43567415926108	4.22844858591819	3.75990226421499	3.80749265184971	5.12050781566263	4.28467914388836	5.4600906732594	2.98811594608199	4.40697935896633	3.80768781087282	6.15218025794511	5.27767261538923	4.3109385158306	3.58739391159519	3.28579619749888	3.58010001742949	4.0345547050538	3.78848899148916	2.67302164114182	2.80077933227266	2.31351221408713	3.13744815663952	8.62543756023254	2.49200781871747	2.75152854716308	3.77842447240743	4.59953685692122	3.07232622809928	3.5504460409718	3.06006449753373	3.39321911220961	2.87976552759607	5.56473289408505	4.77190388945174	7.53885670107302	2.02722140531762	2.69391262916809	2.64250748607835	4.03773545878324	4.67563192496863	3.04566228931858	2.55220046180164	3.57994179346416	2.75887409700722	1.85443356360903	3.01298428840081	2.64337544135975	2.36357084688772	2.70056002886029	2.28808821603293	2.70115597364674
Phe	ratio	ratio C12/C13/µg of protein	1.86	2.48063062290986	2.39664330693625	1.90286240162754	1.85010553373073	1.96673453436731	2.3940141132381	2.48594285292769	2.14790083377313	2.85833311328433	2.56287438937479	2.60280703689353	2.80950828986745	3.29888381968303	1.257518739942	1.80684353844449	2.38889508858804	1.5175295750926	2.837576724806	1.7050268801403	2.00240927995878	1.95347838944417	1.60539954311646	1.73707858471769	1.25489002761517	1.76203133996305	1.32537404579872	2.08625031462698	1.39284443943911	1.7148488864561	0.682248625122546	1.5534468033041	1.85394442436752	1.53152770359413	1.64166351215731	1.5569253216048	2.10280139391091	2.44359352324457	1.8543212660318	3.58394843214016	1.66279753038947	1.87583842248179	3.08669528905909	3.55941022068819	1.32235978748559	2.09238502700313	3.68935614697032	3.70139589659071	2.85002317157784	2.83585559876431	2.33848751176428	3.35484903032887	2.771051960175	3.24397649598691	1.95312022940151	2.74907989062379	2.13004511237929	3.82854889461769	3.37300059774543	2.45266067664268	2.1691425327373	2.26801598356553	2.03436842090455	2.34572186622622	2.62435505734293	1.69569753043031	1.82291910217009	1.4585079859254	2.04271363813417	4.77589795053938	2.03233617831596	2.1244720428931	2.34154464696996	2.6562805201451	2.02411221016668	2.16549170431011	1.94684198553227	2.12894976031254	1.73228466507471	3.11643017032355	2.79796293571703	4.47572942829785	1.4057737243483	1.67725342716292	1.60258238945021	2.44306703295314	3.06362011662952	1.86470980923935	1.56258744015458	2.0650875646285	1.56326053822339	1.00618712509651	1.79993895658035	1.55751871168618	1.45362912442967	1.75174461936826	1.49742434726982	1.87406091579468
Pro	ratio	ratio C12/C13/µg of protein	1.09	1.58778509195143	1.37928342154958	1.13310834093884	1.01453287976239	1.53919686961578	1.79751056104499	1.6143539413823	1.60150052317572	2.178422023436	1.85397452222275	1.76459714234438	1.86407170883953	2.58696367989555	0.772313595540387	1.02514700407644	1.26354808508838	0.900752101612682	0.959414852142489	1.06237777476982	1.17040985339336	1.09773870938404	1.05176364427176	1.08617068944596	0.596934568288173	0.998752242877501	0.762477954128388	1.20990413283616	0.700661082550766	1.13557901131596	0.353796803569715	0.791307121612873	0.747339745352585	0.54255413122971	0.90523806237413	0.837152713254578	0.980074684722006	1.15076628238394	0.994441110463267	1.94774545900644	0.99360839797006	0.995865332602872	1.50247792414282	1.63881554844246	0.675363744029296	0.957288419195804	2.01675577008946	1.94006938910835	1.7800779831318	2.22280048416578	1.36496517773112	2.26486325289174	2.00263719636036	1.76219774709682	1.76026206606819	1.72467820316491	1.2868035885082	2.55337110970148	3.67061781393815	1.57222691877094	1.35407781006914	1.50085381638108	1.11065377911165	1.62965617986366	1.6676845012011	0.66037273810147	0.716862171917307	0.541431467641915	0.789793022198072	1.94769989430162	0.652317983589891	0.813386452023933	0.987536371081293	1.18805625176826	0.85193811819836	0.924705580457489	0.792564873875356	0.885036874993772	0.796783758578637	1.40803898856192	1.31542488850379	1.76890830401747	0.51701923497475	0.608783689697312	0.60856599957601	0.880436576602556	1.1636349097655	0.717077334798018	0.590783613798135	0.831286507448109	0.584837024688418	0.378222754760974	0.635035720868598	0.5705821347129	0.502884403359636	0.620877089212367	0.571509434492574	0.687627119828578
Ser	ratio	ratio C12/C13/µg of protein	0.18	0.092279854270936	0.588573762671855	0.694834991298136	0.700469660730588	0.124729694462394	0.17210756004725	0.171922178724082	0.256199606803931	0.142561766460183	0.128004295427401	0.095605332574826	0.78461314168859	0.196049958912339	0.369218504255053	0.09136283836685	0.105400279906098	0.116365624001915	0.187370967242984	0.104516284204163	0.234780660428055	0.190967485783056	0.14530902063204	0.243847973389108	0.454617600673081	0.078194658557348	0.086089807439517	0.179568416122395	0.328607331998461	0.351860230872037	0.400082654015405	0.18780437053399	0.164029514544412	0.902423978890755	0.258577576799853	0.311218709345714	0.576120277657092	0.404915735077197	0.469567899398407	0.503781249660309	0.238034466354585	0.467129111337864	0.615189386492054	0.709243186047184	0.210737804324774	0.342857489505229	0.733556367160768	0.93349006837688	0.112459801489488	0.090395869446263	0.19233533627742	0.1710589737085	0.085099543467699	0.543720981249021	0.116720349627519	0.125879523210902	0.05464223905474	0.153196675864646	0.092548138182254	0.205674093349903	0.104788687913798	0.064624235275111	0.340246638381631	0.089585518507527	0.099247655876746	0.054403246942994	0.087244272140641	0.07939504461855	0.108917050152235	1.18396201852831	0.073076752690024	0.056126594404386	0.069185984486441	0.400754365912586	0.141489734747755	0.155641589145334	0.080658341545085	0.089753012288343	0.209970383315096	0.256415160397633	0.257656887844349	0.937504395733208	0.14975793959671	0.329917947609507	0.391260547704585	0.421925418440452	0.472447766054732	0.224758704875015	0.312207591684843	0.569364702893363	0.623020560450901	0.401301458866056	0.324595099859563	0.233462339877564	0.254585312416574	0.398799413637953	0.197459738913551	0.19169817686686
Thr	ratio	ratio C12/C13/µg of protein	1.02	1.30172242282505	1.34508255139109	1.23252975950616	1.14858102107163	1.21501331482051	1.44603236320006	1.31590920187645	1.20452310981143	1.59644999347619	1.53435771869913	1.35138466703334	1.76424812154046	1.85723143504379	0.754636161698407	1.10808615653072	1.45357151357985	0.942751657483205	1.56429872285948	1.05462619914439	1.191466504769	1.26671842271142	1.00301632098811	1.03861628190234	0.746057764819938	1.06661575074431	0.783545427151016	1.2132908895056	0.844326792741073	1.15133233475221	0.446539135544622	0.912362504441588	1.06362184608072	1.0315560075051	0.941655872814663	0.899207587233437	1.19985450283416	1.39021101469301	1.1373692614239	1.97921935440791	1.00218600536205	1.09966407009963	1.77310731046391	2.02793033715448	0.809061656534357	1.20435787511355	2.0995083022213	2.09920269564805	1.66858200056456	1.75502000250202	1.45754492145081	2.2058413711954	1.62164543650097	2.04920347511186	1.31669788766409	1.71772865204241	1.33268459761994	2.39741124040034	2.2176069289751	1.53533174366122	1.36732533526831	1.34141157823441	1.28189171563188	1.55573968273532	1.5543477235415	1.02217843690628	1.09733619952764	0.855329079874914	1.24131666003865	2.82267065237666	0.974297593848109	1.169982240792	1.41680714081545	1.66388353503435	1.18061912804874	1.25347175512118	1.14433993420538	1.39423265131205	1.0726917688202	1.97116839051134	1.74325594095326	2.6310616008503	0.836879973920122	0.940273788542593	1.00038618132399	1.408275530668	1.75656753448218	1.0801836572579	0.90279804232926	1.30220769509877	0.929846947685957	0.636236726338432	1.08549596854807	0.908764266475206	0.802241620015344	1.02636880378114	0.883872321384906	1.07313791508922
